table	column	final_disposition	owner	responsibility	source_type	source_not_null	source_default	source_pk	production_nulls_rows	staging_nulls_rows	production_storage_types	target_declaration	source_checks	target_checks	source_foreign_keys	target_foreign_keys	source_indexes	target_index_declarations	column_consumer_evidence	canonical_readers_writers	retention	transfer
site_pageview_events	site_id	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	1		0	0/31445	0/233	text:31445	site_id: text().notNull().references(() => sites.id, { onDelete: "cascade" } ),			sites.id ON DELETE CASCADE	group 1 site_id -> sites.id ON DELETE CASCADE	idx_pageview_events_site_visitor(site_id,visitor_id); idx_pageview_events_session(site_id,session_id); site_pageview_events_site_created_idx(site_id,created_at)	index("site_pageview_events_site_created_idx").on(table.site_id, table.created_at),; index("idx_pageview_events_session").on(table.site_id, table.session_id),; index("idx_pageview_events_site_visitor").on(table.site_id, table.visitor_id),	scripts/reset-e2e-artifacts.ts:158; scripts/reset-e2e-artifacts.ts:238; scripts/reset-e2e-artifacts.ts:241; scripts/reset-e2e-artifacts.ts:244; scripts/reset-e2e-artifacts.ts:251; scripts/reset-e2e-artifacts.ts:253; scripts/reset-e2e-artifacts.ts:255; scripts/reset-e2e-artifacts.ts:259; scripts/reset-e2e-artifacts.ts:262; scripts/reset-e2e-artifacts.ts:265; server/utils/analytics.ts:19; server/utils/analytics.ts:21; server/utils/analytics.ts:23; server/utils/pageview-tracking.ts:65; server/utils/pageview-tracking.ts:87; server/utils/pageview-tracking.ts:123; server/utils/pageview-tracking.ts:134; server/utils/pageview-tracking.ts:140; server/utils/pageview-tracking.ts:170; server/utils/pageview-tracking.ts:175; server/utils/pageview-tracking.ts:176; server/utils/pageview-tracking.ts:187; server/utils/pageview-tracking.ts:197; server/utils/site-analytics-report.ts:56	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	location_id	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	31282/31445	229/233	null:31282,text:163	location_id: text().references(() => business_locations.id, { onDelete: "set null" } ),			business_locations.id ON DELETE SET NULL	group 0 location_id -> business_locations.id ON DELETE SET NULL			scripts/reset-e2e-artifacts.ts:239; server/utils/pageview-tracking.ts:123	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	page_path	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	1		0	0/31445	0/233	text:31445	page_path: text().notNull(),							server/utils/analytics.ts:22; server/utils/analytics.ts:23; server/utils/analytics.ts:42; server/utils/pageview-tracking.ts:123; server/utils/pageview-tracking.ts:187; server/utils/site-analytics-report.ts:111; server/utils/site-analytics-report.ts:112; server/utils/site-analytics-report.ts:113; server/utils/site-analytics-report.ts:164; server/utils/site-analytics-report.ts:191; server/utils/site-analytics-report.ts:219	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	page_id	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	30091/31445	55/233	null:30091,text:1354	page_id: text(),							server/utils/pageview-tracking.ts:123	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	page_type	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	964/31445	55/233	null:964,text:30481	page_type: text(),							server/utils/pageview-tracking.ts:123	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	recipe	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	31445/31445	178/233	null:31445	recipe: text(),							server/utils/pageview-tracking.ts:110; server/utils/pageview-tracking.ts:123; server/utils/pageview-tracking.ts:128	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	locale	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	29226/31445	0/233	null:29226,text:2219	locale: text(),							server/utils/pageview-tracking.ts:68; server/utils/pageview-tracking.ts:69; server/utils/pageview-tracking.ts:96; server/utils/pageview-tracking.ts:123; server/utils/pageview-tracking.ts:128	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	revision_id	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	31445/31445	233/233	null:31445	revision_id: text(),							server/utils/pageview-tracking.ts:123	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	referrer	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	27440/31445	233/233	null:27440,text:4005	referrer: text(),							server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:187; server/utils/site-analytics-report.ts:147; server/utils/site-analytics-report.ts:148; server/utils/site-analytics-report.ts:149; server/utils/site-analytics-report.ts:150; server/utils/site-analytics-report.ts:159; server/utils/site-analytics-report.ts:168; server/utils/site-analytics-report.ts:180; server/utils/site-analytics-report.ts:309	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	user_agent	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	773/31445	0/233	null:773,text:30672	user_agent: text(),							server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:187; server/utils/site-analytics-report.ts:138; server/utils/site-analytics-report.ts:139; server/utils/site-analytics-report.ts:140; server/utils/site-analytics-report.ts:167	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	ip_hash	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	0/31445	0/233	text:31445	ip_hash: text(),							server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:187	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	session_id	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	0/31445	0/233	text:31445	session_id: text(),					idx_pageview_events_session(site_id,session_id)	index("idx_pageview_events_session").on(table.site_id, table.session_id),	server/utils/analytics.ts:18; server/utils/analytics.ts:20; server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:134; server/utils/pageview-tracking.ts:140; server/utils/pageview-tracking.ts:170; server/utils/pageview-tracking.ts:175; server/utils/pageview-tracking.ts:176; server/utils/pageview-tracking.ts:187; server/utils/pageview-tracking.ts:197; server/utils/site-analytics-report.ts:82; server/utils/site-analytics-report.ts:87; server/utils/site-analytics-report.ts:91; server/utils/site-analytics-report.ts:93; server/utils/site-analytics-report.ts:160; server/utils/site-analytics-report.ts:246	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	duration_seconds	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	INTEGER	0		0	29145/31445	221/233	integer:2300,null:29145	duration_seconds: integer(),							server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:170; server/utils/pageview-tracking.ts:175; server/utils/pageview-tracking.ts:187; server/utils/pageview-tracking.ts:197; server/utils/site-analytics-report.ts:89; server/utils/site-analytics-report.ts:90; server/utils/site-analytics-report.ts:162; server/utils/site-analytics-report.ts:241	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	created_at	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/31445	0/233	text:31445	created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),					site_pageview_events_site_created_idx(site_id,created_at)	index("site_pageview_events_site_created_idx").on(table.site_id, table.created_at),	scripts/reset-e2e-artifacts.ts:151; scripts/reset-e2e-artifacts.ts:175; scripts/reset-e2e-artifacts.ts:251; scripts/reset-e2e-artifacts.ts:253; scripts/reset-e2e-artifacts.ts:255; scripts/reset-e2e-artifacts.ts:259; scripts/reset-e2e-artifacts.ts:262; scripts/reset-e2e-artifacts.ts:265; server/utils/analytics.ts:17; server/utils/analytics.ts:19; server/utils/analytics.ts:21; server/utils/analytics.ts:23; server/utils/analytics.ts:25; server/utils/analytics.ts:26; server/utils/analytics.ts:27; server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:137; server/utils/pageview-tracking.ts:187; server/utils/site-analytics-report.ts:78; server/utils/site-analytics-report.ts:81; server/utils/site-analytics-report.ts:82; server/utils/site-analytics-report.ts:83; server/utils/site-analytics-report.ts:85; server/utils/site-analytics-report.ts:91	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	visitor_id	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	0/31445	0/233	text:31445	visitor_id: text(),					idx_pageview_events_site_visitor(site_id,visitor_id)	index("idx_pageview_events_site_visitor").on(table.site_id, table.visitor_id),	server/utils/analytics.ts:21; server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:134; server/utils/pageview-tracking.ts:187; server/utils/site-analytics-report.ts:83; server/utils/site-analytics-report.ts:84; server/utils/site-analytics-report.ts:87; server/utils/site-analytics-report.ts:161; server/utils/site-analytics-report.ts:240; server/utils/site-analytics-report.ts:243; server/utils/site-analytics-report.ts:246	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	country	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	0/31445	0/233	text:31445	country: text(),							server/utils/mcp-tools/analytics.ts:49; server/utils/pageview-tracking.ts:53; server/utils/pageview-tracking.ts:58; server/utils/pageview-tracking.ts:59; server/utils/pageview-tracking.ts:104; server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:129; server/utils/pageview-tracking.ts:184; server/utils/pageview-tracking.ts:187; server/utils/pageview-tracking.ts:190; server/utils/site-analytics-report.ts:26; server/utils/site-analytics-report.ts:119; server/utils/site-analytics-report.ts:120; server/utils/site-analytics-report.ts:122; server/utils/site-analytics-report.ts:129; server/utils/site-analytics-report.ts:159; server/utils/site-analytics-report.ts:165; server/utils/site-analytics-report.ts:166; server/utils/site-analytics-report.ts:177; server/utils/site-analytics-report.ts:304	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	region	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	8441/31445	233/233	null:8441,text:23004	region: text(),							server/utils/mcp-tools/analytics.ts:50; server/utils/pageview-tracking.ts:53; server/utils/pageview-tracking.ts:105; server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:129; server/utils/pageview-tracking.ts:184; server/utils/pageview-tracking.ts:187; server/utils/pageview-tracking.ts:190; server/utils/site-analytics-report.ts:27; server/utils/site-analytics-report.ts:129; server/utils/site-analytics-report.ts:166; server/utils/site-analytics-report.ts:306; server/utils/site-analytics-report.ts:307	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
site_pageview_events	city	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	0		0	7021/31445	233/233	null:7021,text:24424	city: text(),							server/utils/mcp-tools/analytics.ts:50; server/utils/pageview-tracking.ts:53; server/utils/pageview-tracking.ts:106; server/utils/pageview-tracking.ts:124; server/utils/pageview-tracking.ts:129; server/utils/pageview-tracking.ts:184; server/utils/pageview-tracking.ts:187; server/utils/pageview-tracking.ts:190; server/utils/site-analytics-report.ts:27; server/utils/site-analytics-report.ts:128; server/utils/site-analytics-report.ts:159; server/utils/site-analytics-report.ts:166; server/utils/site-analytics-report.ts:178; server/utils/site-analytics-report.ts:305; server/utils/site-analytics-report.ts:307	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
